Название фильма и краткое описание,URL 
"
Совсем не Золушка
Год: 2018
Страна: США
Жанр: мелодрама
Длительность: 99 мин.
КиноПоиск: 5.9
IMDb: 6.3

У Инди Циммерман была идеальная жизнь. Отец ее бросил еще до рождения, но она была окружена вниманием и заботой мамы, а самая страшная трагедия, что тогда могла произойти – это разбитая на асфальте коленка. Женщина умела взбодрить или утешить, когда...

",https://filmshd.club/2981-sovsem-ne-zolushka.html
"
Наследницы
Год: 2018
Страна: Парагвай, Германия, Уругвай, Бразилия, Норвегия, Франция
Жанр: драма
Длительность: 101 мин.
КиноПоиск: 6.5
IMDb: 7.3

Две парагвайские женщины Чекита и Чела унаследовали от богатых родителей большое состояние, что позволило им на протяжении 30 лет вести беспечное существование и не работать. Первая была экстравертом и любила вести активный образ на виду у публики,...

",https://filmshd.club/2982-naslednicy.html
"
Суперсеть
Год: 2018
Страна: Канада
Жанр: боевик, фантастика
Длительность: 83 мин.

В недалеком будущем Канада переживает трудные и темные времена. Власть в стране захватили горнодобывающие конгломераты, что разрушили экономику и отравили токсичными выбросами окружающую среду. В воздухе свирепствует опасный вирус, поражающий...

",https://filmshd.club/2979-superset.html
"
Чудачество любви не помеха! Положись на меня
Год: 2018
Страна: Япония
Жанр: аниме, мелодрама, комедия
Длительность: 94 мин.
IMDb: 6.3

Три ученика старшей школы: парень Юта Тогаши и две девушки Рикка Таканаши и Шинка Нибутани – лучшие друзья, что не могут прожить и дня без озорства и веселья. Последняя из них занимает ответственную должность вице-президента класса и сильно...

",https://filmshd.club/2978-chudachestvo-lyubvi-ne-pomeha-polozhis-na-menya.html
"
Лепрекон возвращается
Год: 2018
Страна: США
Жанр: ужасы, фэнтези, комедия
Длительность: 96 мин.
КиноПоиск: 4.9
IMDb: 6

Двадцать пять лет назад произошли злополучные события в маленьком американском городке, после того как мистер О’Грейди, вернувшийся из Ирландии, похитил у сказочного существа Леприкона горшочек с золотом. Озлобленный зеленый монстр расправился с...

",https://filmshd.club/2977-leprekon-vozvraschaetsya.html
"
Железный занавес
Год: 2018
Страна: Индия
Жанр: боевик, триллер
Длительность: 163 мин.
IMDb: 7.8

Военнослужащий индийской армии майор Катираван держит вверенный ему батальон железной хваткой. В свободное от работы время он часто любит переодеваться в гражданскую одежду и выпивать в баре с друзьями. В один из таких вечеров своего командира не...

",https://filmshd.club/2976-zheleznyy-zanaves.html
"
Невидимый мальчик: Второе поколение
Год: 2018
Страна: Италия
Жанр: фантастика, фэнтези, боевик, комедия, приключения
Длительность: 98 мин.
IMDb: 4.8

Прошло три года после событий первого фильма. На свое 16-летие Мишель так увлеченно играл в компьютерную игру, что был зол на приемную мать Джованну, когда она позвонила его поздравить и тем самым отвлекла от игрового процесса. Он нахамил ей в...

",https://filmshd.club/2974-nevidimyy-malchik-vtoroe-pokolenie.html
"
Потерянная
Год: 2018
Страна: Китай
Жанр: драма, детектив, триллер
Длительность: 103 мин.
IMDb: 6.4

Мать-одиночка Ли Джи ежедневно тяжело работает в офисе, чтобы прокормить себя и малолетнюю дочь До До. Ее по 12 часов не бывает дома, и ей пришлось прибегнуть к услугам няни Сун Фанг. Однажды она поздно вернулась домой и не обнаружила ни ребенка, ни...

",https://filmshd.club/2973-poteryannaya.html
"
Большой брат
Год: 2018
Страна: Гонконг
Жанр: боевик, комедия
Длительность: 102 мин.
КиноПоиск: 6.2
IMDb: 6.5

Оперативник вооруженных сил Китая Генри Чен в чьих жилах вместо крови течет сталь, увольняется в запас, чтобы осесть для тихой гражданской жизни. Командир пишет ему восхитительное рекомендательное письмо, по которому он может устроиться на любую...

",https://filmshd.club/2971-bolshoy-brat.html
"
Облепиховое лето
Год: 2018
Страна: Россия
Жанр: биография, драма
Длительность: 91 мин.
КиноПоиск: 6.3

Картина рассказывает подлинную историю необыкновенно талантливого драматурга Александра Вампилова, обладавшего особенным видением мира и способного привлечь внимание читателя к простым и, одновременно, совершенно удивительным вещам. Время, в которое...

",https://filmshd.club/2952-oblepihovoe-leto.html
"
Не чужие
Год: 2018
Страна: Россия
Жанр: драма
Длительность: 79 мин.
КиноПоиск: 5.8

Главными героинями драматической киноленты становятся две сестренки, выросшие в небольшом провинциальном городке. Младшая, Мила, еще во время выпускного бала в школе принимает твердое решение покинуть родительский дом и отправиться покорять столицу....

",https://filmshd.club/2951-ne-chuzhie.html
"
Девушка-птица
Год: 2017
Страна: Япония
Жанр: комедия, спорт
Длительность: 100 мин.
IMDb: 6.8

Прилежная ученица Юкина Торияма целый год готовилась к важным экзаменам перед поступлением в престижный технический университет и ее труды не оказались напрасны. В первый учебный день она едет вместе с остальными абитуриентами в автобусе и...

",https://filmshd.club/2948-devushka-ptica.html
"
Капитан
Год: 2017
Страна: Германия, Франция, Польша, Китай, Португалия
Жанр: драма, военный, история
Длительность: 120 мин.
КиноПоиск: 7.3
IMDb: 7.4

За две недели до окончания Второй мировой войны, немецкий капрал Вилли Херольд дезертирует из армии и скрывается в лесах от преследования военной полиции. Оторвавшись от погони, он замечает стоящий на дороге бесхозный внедорожник. Обыскав кабину,...

",https://filmshd.club/2947-kapitan.html
"
Мечты, которых у меня никогда не было
Год: 2018
Страна: США
Жанр: драма
Длительность: 79 мин.
IMDb: 5.8

Добившийся успехов в Америке, иммигрант Сэм Сахал держит семью в ежовых рукавицах и ограничивает их в свободе передвижения. Его сын получает тумаков за плохие оценки в колледже, а строгая мать Сюзанна лишь этому способствует. Мусульманская семья...

",https://filmshd.club/2946-mechty-kotoryh-u-menya-nikogda-ne-bylo.html
"
Прорыв
Год: 2018
Страна: Корея Южная
Жанр: ужасы, боевик, триллер
Длительность: 122 мин.
КиноПоиск: 6.1
IMDb: 6.2

Азиатское государство Чосон настигли трудные времена, что переживет болезненную интервенцию западных колонизаторов. Во время вооруженного набега на один из торговых голландских кораблей, корейские пираты перебивают весь экипаж и пробираются в трюм,...

",https://filmshd.club/2944-proryv.html
"
Тумбад
Год: 2018
Страна: Индия, Швеция
Жанр: триллер, ужасы
Длительность: 105 мин.
КиноПоиск: 6.4
IMDb: 8.8

Старые восточные легенды гласят, что на заре появления человечества, могущественная Богиня и мать всего живого на планете породила несколько сыновей, что должны были править миром. Ее самый старший Хастад пользовался особым покровительством матери и...

",https://filmshd.club/2942-tumbad.html
"
Перемены в воздухе
Год: 2018
Страна: США
Жанр: драма
Длительность: 97 мин.
IMDb: 5.1

Пытаясь убежать от внутренних демонов, молодая женщина Врен перебирается жить в маленький провинциальный городок, где планирует начать все с начала. Она снимает квартиру и сразу же становится свидетелем дорожного происшествия. Зазевавшейся старик...

",https://filmshd.club/2943-peremeny-v-vozduhe.html
"
Рождественский принц: Королевская свадьба
Год: 2018
Страна: США
Жанр: мелодрама
Длительность: 93 мин.
КиноПоиск: 5.5
IMDb: 5.1

Совсем недавно жизнь журналистки Эмбер круто изменилась. Она была послана в королевство Алдовию с рабочим визитом освятить для читателей журнала судьбу наследного принца Ричарда и его скорого восхождения на трон. Юная особа встала на пути коварного...

",https://filmshd.club/2941-rozhdestvenskiy-princ-korolevskaya-svadba.html
"
Смертельное добро
Год: 2017
Страна: Канада
Жанр: триллер, драма, криминал, детектив
Длительность: 92 мин.
IMDb: 4.7

В пригородном аббатстве среди живописных лесов находится женский монастырь, где служба Господу неожиданно прерывается трагическим событием. Мать-настоятельница погибла, сорвавшись ночью со строительных лесов пока ее бездыханное тело не нашла одна из...

",https://filmshd.club/2939-smertelnoe-dobro.html
"
Закону тут не место
Год: 2018
Страна: Италия
Жанр: комедия
Длительность: 89 мин.
КиноПоиск: 6.5
IMDb: 6.3

В небольшом сицилийском городке готовятся к выборам нового мэра. Действующего главу ненавидят все жители города за его причастность к мафии и любовь к грязным деньгам. Вместо него избирают добродушного профессора, который хочет все изменить и...

",https://filmshd.club/1908-zakonu-tut-ne-mesto.html
"
Снежинка
Год: 2017
Страна: Германия
Жанр: фэнтези, боевик, комедия, криминал
Длительность: 124 мин.
IMDb: 6.9

Действие переносит зрителя в Германию недалекого будущего, где анархия и беззаконие заполонило всю Европу после экономического и социального коллапса. Люди уже привыкли, что по дороге в магазин их могут убить, ограбить, похитить или изнасиловать....

",https://filmshd.club/2937-snezhinka.html
"
Ежик
Год: 2017
Страна: США
Жанр: драма
Длительность: 118 мин.
IMDb: 8

Эли мечтает смешить людей на сцене, как когда-то давно делал ее любимый отец, но панически боится повторить его печальную судьбу. Чтобы справится с неуверенностью, поселившуюся глубоко внутри, она записывается на платные курсы комедийного...

",https://filmshd.club/2938-ezhik.html
"
Склонность
Год: 2018
Страна: Испания, США
Жанр: триллер, криминал
Длительность: 97 мин.
КиноПоиск: 5
IMDb: 5.4

Первоклассный офицер полиции Дэнни Галлахер работает в отделе по борьбе с наркотиками и отличается изрядной добросовестностью, чьи мотивы достичь высшего блага преобладают над делами личного характера. Вместе с верным напарником Чарльзом Хорвальдом...

",https://filmshd.club/2936-sklonnost.html
"
Ничего хорошего в отеле «Эль рояль»
Год: 2018
Страна: США
Жанр: триллер, детектив
Длительность: 142 мин.
КиноПоиск: 7.1
IMDb: 7.2

В старые времена отель ""Эль Рояль"" пользовался огромной популярностью среди богатых туристов, желающих с комфортом отдохнуть на озере Тахо. Жаркое солнце Калифорнии и отличный сервис подкупали клиентов, поэтому от посетителей отбоя не было. Но после...

",https://filmshd.club/1666-tyazhelye-vremena-v-otele-el-royal.html
"
Сама жизнь
Год: 2018
Страна: США
Жанр: драма, мелодрама
Длительность: 119 мин.
КиноПоиск: 7
IMDb: 5.9

35-летний сценарист Уилл Демпси регулярно посещает своего психотерапевта, где рассказывает печальную историю, как 6 месяцев назад его бросила жена и 3 из них он провел в психиатрической лечебнице. Он долго жил в счастливом браке с Эбби и ее ручной...

",https://filmshd.club/2933-sama-zhizn.html
"
Хармс
Год: 2017
Страна: Россия
Жанр: драма, биография
Длительность: 96 мин.
КиноПоиск: 6.2
IMDb: 6.5

Даниил Хармс твердо уверен, что его творчество достойно увековечения в анналах отечественной литературы, но у критиков на этот счет совершенно другое мнение. Молодой пижон, разрывающий серую действительность своими элегантными костюмами и изящными...

",https://filmshd.club/819-harms.html
"
Хэллоуин
Год: 2018
Страна: США
Жанр: ужасы, триллер
Длительность: 106 мин.
КиноПоиск: 5.8
IMDb: 6.7

Практически все жители США с радостью и нетерпением каждый год ждут Хэллоуин. В дни перед праздником все с хорошим настроением готовят костюмы, маски, угощения, украшают свои дома и дворы, придумывают ужасающие речи. Каждому хочется немного испугать...

",https://filmshd.club/1951-hellouin.html
"
Американский экзорцист
Год: 2018
Страна: США
Жанр: ужасы, комедия
Длительность: 90 мин.
IMDb: 3.7

Психолог Жоржетт Дюбуа объявляет крестовый поход против медиумов и верующих людей, разоблачая мошенников и шарлатанов. Она твердо уверенна, что не бывает сверхъестественных сил и всему найдется научное объяснение. Давая интервью на центральном...

",https://filmshd.club/2934-amerikanskiy-ekzorcist.html
"
После всего
Год: 2018
Страна: США
Жанр: драма, комедия
Длительность: 96 мин.
IMDb: 6.1

Эллиот ведет беспечный половой образ жизни и за последний год сменил несколько десятков любовниц. Во время недавнего сексуального акта он почувствовал сильную режущую боль в области паха и поспешил обратится к врачу. Дерматовенеролог не обнаружил...

",https://filmshd.club/2932-posle-vsego.html
"
Парни из Бромли
Год: 2018
Страна: Великобритания
Жанр: комедия
Длительность: 104 мин.
IMDb: 6.8

В 1966 году заядлый британский футбольный фанат Роберт всем сердцем верит в родную команду «Бромли» и с теплотой в душе вспоминает ее былые спортивные достижения. Но славные времена ее звездного часа давно миновали и теперь она находится в самом...

",https://filmshd.club/2931-parni-iz-bromli.html
"
Старый дом
Год: 2018
Страна: Гонконг
Жанр: ужасы
Длительность: 88 мин.
IMDb: 5.5

В большом и старом особняке посреди пустыря живет молодая супружеская пара с маленьким сыном. В канун китайского Нового Года отец семейства находится на заработках и должен к празднику вернуться домой. Накрытый стол с ужином уже остыл, а мужчина так...

",https://filmshd.club/2929-staryy-dom.html
"
Мотылёк
Год: 2018
Страна: Россия
Жанр: драма, боевик
Длительность: 93 мин.
КиноПоиск: 5.6
IMDb: 6

Владелица придорожного борделя Лера сильно переживает по поводу стремительно уходящей молодости и находятся в затяжной депрессии. Нелегальный бизнес сделал ее финансово независимой до самой старости, но счастья это нисколько не прибавляло. Она...

",https://filmshd.club/2927-motjlek.html
"
Агент Джонни Инглиш 3.0
Год: 2018
Страна: Великобритания, Франция, США
Жанр: боевик, комедия, приключения
Длительность: 89 мин.
КиноПоиск: 6.2
IMDb: 6.2

Британским спецслужбам неловко признаваться в провале, но...После того как их суперсекретные базы данных были взломаны и личности всех агентов туманного Альбиона оказались раскрыты, преступники мирового масштаба узнали врагов в лицо и затаились....

",https://filmshd.club/1675-agent-dzhonni-inglish-30.html
"
Ведьма Лапласа
Год: 2018
Страна: Япония
Жанр: детектив, криминал, фантастика
Длительность: 115 мин.
КиноПоиск: 5.4
IMDb: 5.6

Полиция расследует загадочную гибель 67-летней женщины, чье тело было найдено в заснеженном лесу без явных средств насильственной смерти. Маленький городок находится вблизи горячих источников, из которых выделяется опасный газ сероводород, что может...

",https://filmshd.club/2928-vedma-laplasa.html
"
Кровные братья
Год: 2018
Страна: США
Жанр: боевик, триллер, драма, криминал
Длительность: 88 мин.
IMDb: 5.4

Сонни вырос в городских трущобах и прежде всего ценит дружбу. Вместе с лучшим другом Джейкобом и еще несколькими товарищами, он проводил молодость, занимаясь разбойными грабежами магазинов, разрисовывания муниципальной собственности баллончиками и...

",https://filmshd.club/2926-krovnye-bratya.html
"
Колетт
Год: 2018
Страна: Великобритания, США
Жанр: драма, биография, история
Длительность: 112 мин.
КиноПоиск: 6.7
IMDb: 6.8

Колетт родилась и выросла в маленьком французском городе в семье военного. На юную провинциальную красавицу обратил внимание знатный парижский критик и драматург Анри Готье-Виллари, что долгое время испытывал творческий кризис и материальные...

",https://filmshd.club/2924-kolett.html
"
Подвал
Год: 2018
Страна: Россия, Словакия, Чехия
Жанр: драма
Длительность: 115 мин.
КиноПоиск: 5.4
IMDb: 6.6

Тана и Милан Лабатовы поженились по большой любви, но рутина, быт и однообразие давно убили былые чувства, и теперь в квартире чаще слышны злобная ругань и крики, чем нежные слова. Их шестнадцатилетняя дочь вынуждена терпеть постоянные, порядком ей...

",https://filmshd.club/2457-podval.html
"
Три лица
Год: 2018
Страна: Иран
Жанр: драма
Длительность: 102 мин.
КиноПоиск: 6.7
IMDb: 7.1

Именитый режиссер Джафар Панахи получает шокирующее видеопослание от незнакомой девушки. Ее зовут Марзиех. Красавица проживает в небольшом поселении Ирана. Всю свою жизнь она мечтала стать актрисой и поступила в Тегеранскую консерваторию. Марзиех...

",https://filmshd.club/1905-tri-lica.html
"
Пока Дьявол не позовёт
Год: 2018
Страна: Индонезия
Жанр: ужасы
Длительность: 113 мин.
КиноПоиск: 5.7
IMDb: 6.3

Пожилой Лисмана Виджая пожелал заключить сделку с дьяволом на крови, чтобы возыметь безмерное богатство и уважение в обществе. Он пригласил к себе домой его посредницу, нелицеприятную колдунью для проведения ритуала. Спустившись в подвал, женщина...

",https://filmshd.club/2899-poka-dyavol-ne-pozovet.html
"
Проигранное место
Год: 2018
Страна: Россия
Жанр: ужасы
Длительность: 93 мин.
КиноПоиск: 4.1
IMDb: 2.9

Школьники любят выдумывать всякие истории, а потом сами же становятся их жертвами. Бытует мнение, что один местный кинотеатр проклят. Очевидцы заверяли, что в кинозале существует особенное место, обладающее темной силой. Если человеку достанется...

",https://filmshd.club/2253-proigrannoe-mesto.html
"
Дьяволица
Год: 2018
Страна: Аргентина
Жанр: ужасы, детектив
Длительность: 116 мин.
IMDb: 4.4

19-летняя Натали набожная послушница католического храма, где уже долгие годы живет и работает. Она всегда строго одета, хорошо воспитана и услужливо выполняет все поручения матери-настоятельницы. Однажды она вызвала девушку к себе на прием и...

",https://filmshd.club/2898-dyavolica.html
"
Игра
Год: 2018
Страна: Франция, Бельгия
Жанр: комедия, драма
Длительность: 97 мин.
КиноПоиск: 6.6
IMDb: 6.8

Зажиточная супружеская пара Мари и Винсент прожили вместе уже долгие годы и у них нет поводов усомниться в верности партнера. Они вырастили дочь Марго, что лишь укрепило брачный союз. Накануне полного лунного затмения девочка ушла гулять на...

",https://filmshd.club/2897-igra.html
"
Долгая идиотская дорога
Год: 2018
Страна: США
Жанр: комедия
Длительность: 91 мин.
КиноПоиск: 5.7
IMDb: 6.1

Родители Нэйтона распланировали его жизнь до мелочей, лишая выбора самостоятельно распоряжаться судьбой. Они дали ему хорошее воспитание и, заметив любовь парня к фотографиям, оплатили ему обучение в престижном университете Лос-Анджелеса. Чтобы туда...

",https://filmshd.club/2896-dolgaya-idiotskaya-doroga.html
"
Точка возврата
Год: 2019
Страна: Канада, США
Жанр: драма, криминал
Длительность: 87 мин.
КиноПоиск: 4.1
IMDb: 3.6

Внезапно дерзкое и тщательно продуманное ограбление инкассаторского броневика пошло не так, как было запланировано. Завязалась перестрелка, в которой погибли три сотрудника полиции и почти все бандиты. Раненый и истекающий кровью мужчина по имени...

",https://filmshd.club/2802-tochka-vozvrata.html
"
Ферма
Год: 2018
Страна: США
Жанр: ужасы, триллер, детектив
Длительность: 83 мин.
КиноПоиск: 4.6
IMDb: 3.9

Молодая влюбленная пара Нора и Алек отправляются в затяжное путешествие на автомобиле в соседний штат. Минуя полузаброшенные пустынные поселения, они натыкаются на старушку, у которой заглохла машина. Парень хочет помочь и выяснить причину поломки,...

",https://filmshd.club/2894-ferma.html
"
Счастливый Лазарь
Год: 2018
Страна: Италия, Швейцария, Франция, Германия
Жанр: драма
Длительность: 129 мин.
КиноПоиск: 7.6
IMDb: 7.7

После страшного наводнения крошечная итальянская деревушка под названием Инвиалата оказалась полностью отрезанной от внешнего мира, чем воспользовалась коварная хозяйка огромных табачных плантаций маркиза де Луна. Местные необразованные жители...

",https://filmshd.club/2903-schastlivyy-lazar.html
"
Семь пар нечистых
Год: 2018
Страна: Россия
Жанр: боевик, драма, военный, приключения
Длительность: 82 мин.

Вскоре после начала Второй Мировой Войны правительство Советского Союза, понимая, что необходимо любой ценой замедлить продвижение врага вглубь страны, принимает непростое решение - использовать для строительства укреплений и взлетных полос труд...

",https://filmshd.club/2902-sem-par-nechistyh.html
"
Заповедник
Год: 2018
Страна: Россия
Жанр: комедия
Длительность: 101 мин.
КиноПоиск: 5.5
IMDb: 4.6

Когда-то Костя был довольно успешным гитаристом, виртуозно владеющим музыкальным инструментом и сочиняющим хорошие песни. У него было все - молодость, слава и многочисленные фанаты, но постепенно пристрастие к спиртному изменило жизнь героя,...

",https://filmshd.club/2901-zapovednik.html
"
Из Неаполя с любовью
Год: 2016
Страна: Италия
Жанр: комедия
Длительность: 98 мин.
КиноПоиск: 6.4
IMDb: 5.6

Поведение детей, потерявших близкого человека, часто меняется не в лучшую сторону. Недавно овдовевшая Дебора держит это в голове и старается не сильно давить на сына, чей бойкий нрав сменила затянувшаяся хандра. Но в своем беспокойстве она не...

",https://filmshd.club/1715-iz-neapolya-s-lyubovyu.html
"
Золушка
Год: 2018
Страна: Индия
Жанр: боевик, триллер, драма, мелодрама
Длительность: 147 мин.
IMDb: 9

Начинающий режиссер Арун Кумар, мечтающий снять психологический триллер о маньяке-психопате, находясь под давлением семьи, вынужден отказаться от этой затеи и выбрать более тривиальную работу. С легкой руки своего зятя Досса, он удостаивается...

",https://filmshd.club/2893-zolushka.html
"
Веб-камера
Год: 2018
Страна: США
Жанр: ужасы, триллер, детектив
Длительность: 95 мин.
КиноПоиск: 5.9
IMDb: 6

Бесшабашная Элис зарабатывает на жизнь весьма экстравагантным способом, демонстрируя свое полуобнаженное тело на веб-камеру за деньги под псевдонимом Лола. Она весьма преуспела в пикантном бизнесе, но заветная мечта по-прежнему еще не была...

",https://filmshd.club/2892-veb-kamera.html
"
Замена принцессы
Год: 2018
Страна: США
Жанр: мелодрама
Длительность: 102 мин.
КиноПоиск: 6.5
IMDb: 6.1

тейси ДеНово прекрасный пекарь-кондитер, что вместе с шеф-поваром и лучшим другом Кевином Ричардсом управляет заведением в Чикаго, продающую сладкую выпечку. Ее напарник по бизнесу когда-то был женат, но его брак нельзя назвать успешным, после...

",https://filmshd.club/2891-zamena-princessy.html
"
Цвета ветра
Год: 2017
Страна: Япония, Корея Южная
Жанр: драма, мелодрама
Длительность: 122 мин.
IMDb: 6.1

Безработный Рюа живет в полупустой квартире без перспектив на светлое будущее. Его гложет сильная депрессия по поводу смерти его любимого человека, что он едва может перенести без слез. Выглядывая в окно на улицу, парень видит, как в городе бурлит...

",https://filmshd.club/2889-cveta-vetra.html
"
Когда вяжут серьёзно
Год: 2017
Страна: Япония
Жанр: драма
Длительность: 128 мин.
КиноПоиск: 7.2
IMDb: 6.6

11-летняя Томо живет в скромной квартире с матерью-одиночкой, что не сильно хорошо справляется с родительскими обязанностями. Однажды она и вовсе ушла из дому с незнакомым парнем, оставив малышку без присмотра. Не растерявшись, девочка находит...

",https://filmshd.club/2888-kogda-vyazhut-serezno.html
"
Быть Астрид Линдгрен
Год: 2018
Страна: Швеция, Дания
Жанр: драма, биография
Длительность: 123 мин.
КиноПоиск: 7.1
IMDb: 7.2

Астрид Линдгрен - потрясающий автор, чьи произведения обожают любители книг по всему миру. Рыжеволосая проказница Пеппи, выдумщик и шалун Эмиль из Лённеберги, сыщик Калле Блюмквист и, конечно, Карлсон, который живет на крыше - приключения выдуманных...

",https://filmshd.club/1423-byt-astrid-lindgren.html
"
Шпион пошёл на Север
Год: 2018
Страна: Корея Южная
Жанр: триллер, драма
Длительность: 139 мин.
КиноПоиск: 6.8
IMDb: 7

В 1993 году разведывательное управление Южной Кореи получило тревожную информацию от китайского физика, утверждающего, что диктатор соседствующего северного государства Ким Ир Сен заполучил в свое распоряжение оружие массового поражения, угрожающее...

",https://filmshd.club/2887-shpion-poshel-na-sever.html
"
Простая просьба
Год: 2018
Страна: США
Жанр: триллер, драма, криминал, детектив
Длительность: 117 мин.
КиноПоиск: 6.7
IMDb: 7

Главную героиню зовут Стефани. Он воспитывает ребёнка, занимается тем, что ведёт свой блог. Это весело, есть свободное время, и занятие это приносит доход. Мечты сбылись. Для всех она пример для подражания, её успех вдохновляет. Одна из подруг...

",https://filmshd.club/1731-prostaya-prosba.html
"
Вечерняя школа
Год: 2018
Страна: США
Жанр: комедия
Длительность: 111 мин.
КиноПоиск: 5.6
IMDb: 5.6

Не сумев достаточно хорошо подготовиться к важному экзамену и с треском провалив его, Тедди вылетает из школы и вынужден устроиться на работу обыкновенным продавцом грилей. Спустя некоторое время он знакомится с очаровательной девушкой, произведшей...

",https://filmshd.club/2646-vechernyaya-shkola.html
"
Как долго продлится наша любовь?
Год: 2018
Страна: Китай
Жанр: мелодрама, комедия, фантастика
Длительность: 102 мин.
IMDb: 6.5

30-летняя Гу Сяо-Дзяо работает в агентстве по торговле недвижимостью и хорошо преуспела в своем деле, из-за чего пользуется уважением у руководства. Несмотря на первоклассные ораторские данные, женщина не нашла свою любовь и до сих пор живет одна в...

",https://filmshd.club/2884-kak-dolgo-prodlitsya-nasha-lyubov.html
"
Человек на Луне
Год: 2018
Страна: США
Жанр: драма, биография, история
Длительность: 141 мин.
КиноПоиск: 7.4
IMDb: 7.6

Биографическая кинолента расскажет о непростой жизни, карьере и судьбе легендарного отважного человека - астронавта НАСА Нила Олдена Армстронга. Отец мальчика был обыкновенным инженером, работающим на правительство штата Огайо, и семья постоянно...

",https://filmshd.club/2447-chyelovek-na-lune.html
"
Дорога грома
Год: 2018
Страна: США
Жанр: драма, комедия
Длительность: 90 мин.
КиноПоиск: 6.1
IMDb: 7.2

Пару дней назад в 54-летнем возрасте умерла верная жена и любящая мать Бренда Амелия Арно, что при жизни работала бухгалтером и давала уроки танца. В церкви, где стоит гроб с ее телом, собралось несколько десятков друзей и близких, что пришли...

",https://filmshd.club/2883-doroga-groma.html
"
Инуясики
Год: 2018
Страна: Япония
Жанр: боевик, фантастика, триллер, драма
Длительность: 126 мин.
КиноПоиск: 6.5
IMDb: 6.8

Пожилой японец Инуясики прожил долгую и добропорядочную жизнь. Он вырастил детей и теперь воспитывает внуков. На старости лет ему вдруг поставили смертельный диагноз неизлечимой болезни, что значительно сократит ему оставшиеся годы жизни. В...

",https://filmshd.club/2881-inuyasiki.html
"
Мешок без дна
Год: 2018
Страна: Россия
Жанр: драма
Длительность: 102 мин.
КиноПоиск: 6.9
IMDb: 6

Фильм снят по мотивам книги «В чаще» писателя Рюноскэ Акутагавы из Японии. В центре сюжета находится сам российский император Александр второй. Несмотря на далеко не юный возраст, главный герой любит интересные захватывающие истории, в которых...

",https://filmshd.club/1120-meshok-bez-dna.html
"
Белый парень Рик
Год: 2018
Страна: США
Жанр: драма, криминал
Длительность: 111 мин.
КиноПоиск: 6.3
IMDb: 6.5

80-е годы XX века стали большим испытанием для Детройта - из крупного промышленного города, флагмана автомобилестроения, в период кризиса он превратился в собственную тень без малейшей инвестиционной привлекательности. Это приводит к...

",https://filmshd.club/940-belyy-paren-rik.html
"
Рождественские хроники
Год: 2018
Страна: США
Жанр: фэнтези, комедия, приключения, семейный
Длительность: 104 мин.
КиноПоиск: 7
IMDb: 7.1

В маленьком городке Лоуэлл, штат Массачусетс семья Пирсов ждет наступления Рождества больше остальных. 25 декабря для них не просто красный день в календаре, но в этом году канун праздника омрачился страшной трагедией. Глава семейства Даг, будучи...

",https://filmshd.club/2879-rozhdestvenskie-hroniki.html
