Название фильма и краткое описание,URL 
"
Black Sabbath: Последний концерт
Год: 2017
Страна: Великобритания
Жанр: документальный, музыка, концерт
Длительность: 96 мин.
IMDb: 6.9

""Black Sabbath"" - группа, которая сразу после возникновения стала настоящей легендой и завоевала сердца фанатов по всему земному шару. Могли ли подумать четверо парней из Бирмингема, что публика будет бесноваться на их концертах и внесет их имена в...

",https://filmshd.club/1133-black-sabbath-posledniy-koncert.html
"
Мифы
Год: 2017
Страна: Россия
Жанр: комедия
Длительность: 93 мин.
КиноПоиск: 4.8
IMDb: 3.7

Жизнь известных личностей окружена множеством мифов, достойных наследия Древней Греции. Публика воспринимает богему как небожителей, чьи поступки и капризы не дано понять простым смертным. Но на самом деле, существование этих внешне успешных людей...

",https://filmshd.club/839-mify.html
"
Атлантида
Год: 2017
Страна: Испания, Франция
Жанр: ужасы, фантастика, триллер, приключения
Длительность: 107 мин.
КиноПоиск: 5.6
IMDb: 6

После окончания Второй мировой войны Грюнер соглашается в течение года поработать метеорологом на заброшенном острове. Туда его доставляет пароход, капитан которого недоумевает, что может заставить полного сил человека забраться в такую глушь....

",https://filmshd.club/833-atlantjda.html
"
Осколки
Год: 2017
Страна: Россия, США
Жанр: драма, мелодрама
Длительность: 73 мин.
КиноПоиск: 5.2
IMDb: 4.7

Муж и жена решают отдохнуть от унылой повседневности и снимают комнату в уютном отеле. Но серость существования, прерываемое вспышками взаимного негодования, тянется за ними и туда. Она уверена, что частые командировки и совещания благоверного -...

",https://filmshd.club/823-oskolki.html
"
Гнездо дракона
Год: 2015
Страна: Китай
Жанр: мультфильм, фэнтези, приключения, семейный
Длительность: 90 мин.
КиноПоиск: 7.2
IMDb: 6.4

Кто бы мог подумать, что всегда неуклюжий, но несомненно талантливый парень станет великим героем, который спасет свою красивейшую планету от пробудившегося зла? Много лет, пока легендарный Черный дракон спал, земля Алтера хранила хрупкий мир между...

",https://filmshd.club/1138-gnezdo-drakona.html
"
Отступник
Год: 2017
Страна: Великобритания
Жанр: драма
Длительность: 92 мин.
КиноПоиск: 5.4
IMDb: 5.1

Больше 20 лет Малкольма терзает психологическая травма, полученная в далеком детстве. Когда мальчику исполнилось 12 лет, он подвергся сексуальному насилию со стороны уважаемого общественностью и внешне благопристойного священника. Всю сознательную...

",https://filmshd.club/785-otstupnik.html
"
Тоня против всех
Год: 2018
Страна: США
Жанр: драма, биография, спорт
Длительность: 120 мин.
КиноПоиск: 7.3
IMDb: 7.5

""У спортсменов не бывает друзей, только враги и конкуренты"". Не особо мотивирующая фраза? А вот Тоня Хардинг подобные сентенции от своей матушки слышала с самого детства. Как только малышка пошла в школу фигурного катания, так амбиции мамаши...

",https://filmshd.club/992-ledyanaia-sterva.html
"
ЛЕГО Ниндзяго Фильм
Год: 2017
Страна: Дания, США
Жанр: мультфильм, боевик, комедия, приключения, семейный
Длительность: 101 мин.
КиноПоиск: 6.2
IMDb: 6

Шестеро самых одаренных подростков были отобраны лично пожилым мастером Ву для защиты далеких земель Ниндзяго. Пятерым из них подвластны огонь, молния, вода, лед и земля, а лидером команды считается Зеленый ниндзя, чьи обязанности легли на плечи...

",https://filmshd.club/753-lego-nindzyago-film.html
"
Олаф и холодное приключение
Год: 2017
Страна: США
Жанр: мультфильм, короткометражка, мюзикл, фэнтези, комедия, приключения, семейный
Длительность: 22 мин.
КиноПоиск: 6.7
IMDb: 5.2

После счастливого воссоединения принцесс Анны и Эльзы жизнь в Эренделле стала счастливой и беззаботной. Вечные льды отступили, все недобросовестные претенденты на престол поворотили восвояси, а венценосные девушки пользуются заслуженной любовью...

",https://filmshd.club/969-olaf-i-holodnoe-priklyuchenie.html
"
Короче
Год: 2018
Страна: Норвегия, США
Жанр: фантастика, драма, комедия
Длительность: 135 мин.
КиноПоиск: 5.6
IMDb: 5.7

С каждым годом население Земли увеличивается все быстрее. Для возрастающих в геометрической прогрессии потребностей человечества уже не хватает природных ресурсов, еды и необходимого для выживания пространства. Но благодаря революционному...

",https://filmshd.club/936-koroche.html
"
Три богатыря и принцесса Египта
Год: 2017
Страна: Россия
Жанр: мультфильм, приключения, семейный
Длительность: 72 мин.
КиноПоиск: 5.1
IMDb: 4.4

Не ведает покоя в новогоднюю ночь многострадальное княжество Киевское! Пока Князь репетирует праздничное обращение к народу, а не замолкающий конь Юлий крутится на кухне и возится с упаковкой подарков, богатыри едут домой к Алеше Поповичу и застают...

",https://filmshd.club/899-tri-bogatyrya-i-princessa-egipta.html
"
Фердинанд
Год: 2017
Страна: США
Жанр: мультфильм, семейный, комедия
Длительность: 108 мин.
КиноПоиск: 7.4
IMDb: 6.7

Молодой бычок Фердинанд обожает непринужденно валяться на сочной травке и нюхать цветы на полянке. Забавы бодливых собратьев он считает непонятными и жестокими, поэтому всячески старается их избегать. К сожалению, матушка-природа наградила его...

",https://filmshd.club/893-ferdinand.html
"
Эспен в королевстве троллей
Год: 2017
Страна: Норвегия
Жанр: приключения
Длительность: 105 мин.
КиноПоиск: 6.1
IMDb: 6.1

Эспен - младший ребенок в семье небогатого фермера. Кроме парнишки отец поднимает на ноги двух старших сыновей, стараясь выжать все возможное из своего невеликого достатка. Время неумолимо идет, юноши подрастают, и наступает момент, когда они...

",https://filmshd.club/826-espen-v-korolevstve-trolley.html
"
Уотергейт. Крушение Белого дома
Год: 2017
Страна: США
Жанр: триллер, драма, биография, история
Длительность: 104 мин.
КиноПоиск: 5.8
IMDb: 6.4

Самый крупный скандал в американской истории XX века: администрация президента США дает добро на прослушку своих конкурентов из оппозиции! Происшествие в отеле ""Уотергейт"" вызвало серьезный резонанс в обществе, ведь от гаранта Конституции столь...

",https://filmshd.club/761-uotergeyt-krushenie-belogo-doma.html
"
Тень
Год: 2017
Страна: Россия
Жанр: драма
Длительность: 111 мин.
КиноПоиск: 5.5

Главный герой фильма – преуспевающий бизнесмен, которого зовут Борис Гордин. Кажется, что его жизни можно только позавидовать. Он успешен, молодо и красиво выглядит, имеет большой дом и много денег. Со стороны мужчина выглядит счастливым и...

",https://filmshd.club/1114-ten.html
"
Сламбер: Лабиринты сна
Год: 2017
Страна: Великобритания, США
Жанр: ужасы
Длительность: 84 мин.
КиноПоиск: 4.6
IMDb: 4.7

Сюжет фильма разворачивается вокруг доктора Элис, посвятившей жизнь исследованию феномена ночных кошмаров и поведению людей во время сна. Она опрашивает множество мужчин и женщин, чтобы установить причину их недугов и оказать квалифицированную...

",https://filmshd.club/1118-slamber-labirinty-sna.html
"
Ёлки новые
Год: 2017
Страна: Россия
Жанр: комедия, мелодрама
Длительность: 86 мин.
КиноПоиск: 5.9
IMDb: 4.5

Этой зимой в отношениях Бориса и Евгения опять наступит взрывоопасная ситуация. Почти под Новый год ранним утром в Борин сон врывается настойчивая трель дверного звонка. С трудом продрав глаза и дотащившись до двери, мужчина с удивлением замечает на...

",https://filmshd.club/894-yelki-novye.html
"
О чём ещё говорят мужчины
Год: 2011
Страна: Россия
Жанр: мелодрама, комедия
Длительность: 98 мин.
КиноПоиск: 6.8
IMDb: 6.5

События картины разворачиваются 31 декабря - последний день уходящего года, как обычно, наполненный предпраздничной суетой и хлопотами. Но сегодня Слава, Камиль и Леша не спешат попасть домой - они должны помочь своему другу, попавшему в крайне...

",https://filmshd.club/1100-o-chem-esche-govoryat-muzhchiny.html
"
Страсть и верность
Год: 2017
Страна: Бельгия, Франция, Нидерланды
Жанр: драма, криминал
Длительность: 131 мин.
КиноПоиск: 5.7
IMDb: 6.4

Биби не может жить без волнующего кипения адреналина в крови: ради этого она, аристократка по рождению, забывает свой высокий статус и начинает управлять болидом на скоростной трассе. Поэтому девушку инстинктивно потянуло к Джиджи - парню, который...

",https://filmshd.club/824-strast-i-vernost.html
"
О чём говорят мужчины
Год: 2010
Страна: Россия
Жанр: комедия
Длительность: 97 мин.
КиноПоиск: 7.7
IMDb: 7.6

Четверо приятелей планируют на выходных съездить в Одессу, чтобы поздравить с днем рождения знакомого и, заодно, побывать на концерте любимой группы Би-2. У Саши и Леши с утра возникают небольшие сложности: один никак не может избавиться от...

",https://filmshd.club/1099-o-chem-govoryat-muzhchiny.html
"
Аномалия
Год: 2017
Страна: Россия
Жанр: приключения, детектив, семейный
Длительность: 92 мин.
КиноПоиск: 4.6

Николай и Варенька учатся в одном классе, дружат и обожают природу. В угаре увлечения юные натуралисты из Рязани до дыр залистали Пришвина и Паустовского, научились обращаться с компасом, а также мечтают пойти в поход и отыскать приключений на свои...

",https://filmshd.club/963-anomaliya.html
"
За пропастью во ржи
Год: 2017
Страна: США
Жанр: драма, биография
Длительность: 109 мин.
КиноПоиск: 7.1
IMDb: 6.6

Никому не известный парень учится в Колумбийском университете и мечтает стать заметной фигурой в области литературы. Его зовут Джером Сэлинджер и больше всего из предметов ему нравятся лекции о коротком рассказе, которые студентам читает Уит...

",https://filmshd.club/890-za-propastyu-vo-rzhi.html
"
Битва полов
Год: 2017
Страна: Великобритания, США
Жанр: драма, комедия, биография, спорт
Длительность: 122 мин.
КиноПоиск: 6.4
IMDb: 6.7

Теннис - зрелищный вид спорта, в котором интриги и острота игровых моментов в играх женщин уже давно сровнялись с матчами мужчин. Кто не знает хрупкую Марию Шарапову, вкладывающую в удар всю свою ярость? Кому неизвестны сестры Уильямс, подающие мяч...

",https://filmshd.club/925-bitva-polov.html
"
Статус Брэда
Год: 2017
Страна: США
Жанр: драма, комедия, музыка
Длительность: 102 мин.
КиноПоиск: 6.8
IMDb: 6.5

Каждый человек добивается в жизни определенных высот, по которым его оценивают другие. Кто-то неприлично богат, в чьих-то руках сосредотачивается реальная власть, кто-то проводит время на тропическом острове в окружении фотомоделей. А Брэд Слоан...

",https://filmshd.club/750-status-breda.html
"
Гномео и Джульетта
Год: 2011
Страна: Великобритания, США
Жанр: мультфильм, мелодрама, комедия, семейный
Длительность: 86 мин.
КиноПоиск: 6.1
IMDb: 6

В основу сюжета комедийного мультфильма «Гномео и Джульетта » легла всемирно известная пьеса Уильяма Шекспира «Ромео и Джульета». Однако на этот раз противостояние разворачивается между двумя семьями синих и красных садовых гномов. Действия...

",https://filmshd.club/1098-gnomeo-i-dzhuletta.html
"
Молодой Годар
Год: 2017
Страна: Франция
Жанр: драма, мелодрама, комедия, биография
Длительность: 109 мин.
КиноПоиск: 6.8
IMDb: 6.7

В 1967 году молодой Жан-Люк Годар начинает съемки фильма под названием ""Китаянка"", в котором делает попытку понять, как учение Мао влияет на умы европейской молодежи и меняет мировой порядок. Для него важны любые мелочи, будь то тщательное...

",https://filmshd.club/842-molodoy-godar.html
"
Снеговик
Год: 2017
Страна: Великобритания, США, Швеция
Жанр: ужасы, триллер, драма, криминал, детектив
Длительность: 119 мин.
КиноПоиск: 5.6
IMDb: 5.1

Харри Холе – начинающий детектив, недавно окончивший учебный курс ФБР и мечтающий добиться успеха, стать федеральным агентом и грозой преступности. Именно ему поручают расследование загадочных серийных убийств, произошедших в Осло. Начальство...

",https://filmshd.club/137-snegovik.html
"
Звёздные войны: Пробуждение силы
Год: 2015
Страна: США
Жанр: фантастика, фэнтези, боевик, приключения
Длительность: 138 мин.
КиноПоиск: 7.1
IMDb: 8

Продолжение эпической саги «Звездные Войны», впервые появившейся на экранах кинотеатров в далёком 1977 году, которая произвела невероятный фурор и по сегодняшний день имеет преданную многомиллионную толпу фанатов. В этот раз действия картины...

",https://filmshd.club/1082-zvezdnye-voyny-probuzhdenie-sily.html
"
Звёздные войны: Эпизод 3 – Месть Ситхов
Год: 2005
Страна: США
Жанр: фантастика, фэнтези, боевик, приключения
Длительность: 140 мин.
КиноПоиск: 8.1
IMDb: 7.6

В сюжете фильма «Звездные войны: Эпизод 3 – Месть Ситхов» мы увидим, как некогда яро сражавшийся на стороне добра рыцарь джедай Энакин Скайуокер, перейдет полностью на темную сторону, и превратиться в самого опасного врага Галактической Республики –...

",https://filmshd.club/1081-zvezdnye-voyny-epizod-3-mest-sithov.html
"
Звёздные войны: Эпизод 2 – Атака клонов
Год: 2002
Страна: США
Жанр: фантастика, фэнтези, боевик, приключения
Длительность: 142 мин.
КиноПоиск: 8
IMDb: 6.6

Действия фантастического боевика «Звездные войны: Эпизод 2 – Атака клонов» разворачиваются спустя десять лет после конфликта между Торговой федерацией и планетой Набу. В Галактической Республике наступил кризис, после того, как некоторые солнечные...

",https://filmshd.club/1080-zvezdnye-voyny-epizod-2-ataka-klonov.html
"
Девушка с косой
Год: 2017
Страна: Россия
Жанр: комедия
Длительность: 86 мин.
КиноПоиск: 5.7
IMDb: 5.1

В новогоднюю ночь все люди спешат: нужно докупить съестное и выпивку для застолья, успеть добраться домой до полуночи и сервировать так, чтобы стыдно не было. Торопится по неизвестному маршруту и необычная фигурка, завидев которую одни прохожие...

",https://filmshd.club/900-devushka-s-kosoy.html
"
Скайлайн 2
Год: 2017
Страна: Сингапур, Великобритания, Индонезия, Канада, США
Жанр: ужасы, фантастика, боевик, триллер, приключения
Длительность: 107 мин.
КиноПоиск: 5.2
IMDb: 5.3

Марку не повезло: несмотря на то, что он сам работает детективом, его сын Трент постоянно умудряется попадать в разного рода неприятности. Так получается и на этот раз, поэтому отец отправляется в полицейский участок - вносить очередной залог за...

",https://filmshd.club/805-skaylayn-2.html
"
Звёздные войны: Эпизод 1 – Скрытая угроза
Год: 1999
Страна: США
Жанр: фантастика, фэнтези, боевик, приключения
Длительность: 136 мин.
КиноПоиск: 7.9
IMDb: 6.5

Действия фильма «Звездные войны: Эпизод 1 – Скрытая угроза» разворачиваются за десять лет до начала войны клонов, которая привела к гражданской войне между Альянсом повстанцев и войсками Империи. В те времена отец Люка, Энакин Скайуокер, он же в...

",https://filmshd.club/1079-zvezdnye-voyny-epizod-1-skrytaya-ugroza.html
"
Звёздные войны: Эпизод 6 – Возвращение Джедая
Год: 1983
Страна: США
Жанр: фантастика, фэнтези, боевик, приключения
Длительность: 135 мин.
КиноПоиск: 8.2
IMDb: 8.3

Сюжет приключенческой картины «Звездные войны: Эпизод 6 – Возвращение Джедая» продолжает рассказывать о противостоянии между Альянсом повстанцев и войсками Империи, которая стягивает силы, чтобы нанести очередной удар. Принцесса Лея узнает, что их...

",https://filmshd.club/1078-zvezdnye-voyny-epizod-6-vozvraschenie-dzhedaya.html
"
Звёздные войны: Эпизод 5 – Империя наносит ответный удар
Год: 1980
Страна: США
Жанр: фантастика, фэнтези, боевик, приключения
Длительность: 127 мин.
КиноПоиск: 8.1
IMDb: 8.8

Действия фантастического боевика «Звездные войны: Эпизод 5 – Империя наносит ответный удар» разворачиваются спустя несколько лет после событий описанных в первом фильме. Несмотря на то, что один из главных кораблей Империи «Звезда смерти» был...

",https://filmshd.club/1077-zvezdnye-voyny-epizod-5-imperiya-nanosit-otvetnyy-udar.html
"
Звёздные войны: Эпизод 4 – Новая надежда
Год: 1977
Страна: США
Жанр: фантастика, фэнтези, боевик, приключения
Длительность: 125 мин.
КиноПоиск: 8.1
IMDb: 8.6

Фантастическая картина «Звездные войны: Эпизод 4 – Новая надежда», вышедшая на экраны в 1977 году, произвела настоящий фурор, и положила начало целой саге. Несмотря на то, что фильм вышел первым, он является четвертым по сюжетной хронологии....

",https://filmshd.club/1076-zvezdnye-voyny-epizod-4-novaya-nadezhda.html
"
Между нами горы
Год: 2017
Страна: США
Жанр: боевик, триллер, драма, мелодрама, приключения
Длительность: 112 мин.
КиноПоиск: 6.6
IMDb: 6.4

Ненастной зимней ночью двое незнакомцев нетерпеливо ожидают вылета в аэропорту крупного американского города. Алекс Мартин - привлекательная писательница, которая стремится вернуться домой к любящему жениху и предстоящей свадьбе. Неподалеку лежат...

",https://filmshd.club/782-mezhdu-nami-gory.html
"
Кроткая
Год: 2017
Страна: Франция, Россия, Германия, Латвия, Литва, Нидерланды, Украина
Жанр: драма, детектив
Длительность: 143 мин.
КиноПоиск: 6.2
IMDb: 6.6

В безымянной российской деревеньке живет и работает на фабрике усталая женщина с изможденным лицом. На нем не появляется улыбка, глаза смотрят настороженно и угрюмо, а лоб изборожден морщинами. Молчаливо она проходит мимо горьких пьяниц, попивающих...

",https://filmshd.club/970-krotkaya.html
"
Мистер Феличита
Год: 2017
Страна: Италия
Жанр: комедия
Длительность: 93 мин.
КиноПоиск: 5.5
IMDb: 4.9

Мартино влачит бремя своего тяжкого существования, как и подобает настоящему итальянскому мужчине - валяясь на диване и бездельничая. Диванный философ находится на иждивении у семьи, которая и не чает, что великовозрастный детинушка возьмется за ум...

",https://filmshd.club/851-mister-felichita.html
"
Убийство священного оленя
Год: 2017
Страна: Великобритания, Ирландия, США
Жанр: ужасы, триллер, драма, детектив
Длительность: 121 мин.
КиноПоиск: 6.8
IMDb: 7

То, что у хирурга Стивена Мерфи золотые руки, признают все пациенты. Его мастерство позволяет с легкостью проводить даже сложнейшие операции и принесло ему славу лучшего врача клиники. Этому мужчине можно позавидовать - он успешен и на работе, и в...

",https://filmshd.club/838-ubiystvo-svyaschennogo-olenya.html
"
Коматозники
Год: 2017
Страна: США
Жанр: ужасы, фантастика, триллер, драма
Длительность: 110 мин.
КиноПоиск: 5.6
IMDb: 5.2

Несколько любопытных студентов медиков собираются препарировать главную загадку человеческого существования и узнать есть ли жизнь после смерти. Кортни - наиболее рисковая из компании - требует, чтобы друзья медикаментозно остановили ее сердце ровно...

",https://filmshd.club/759-komatozniki.html
"
Жги!
Год: 2017
Страна: Россия
Жанр: драма
Длительность: 98 мин.
КиноПоиск: 6.7
IMDb: 6.2

У Алевтины с детства были хорошие вокальные данные, но развить свой талант девочка не смогла. Прямо во время выступления малышки умирает ее бабушка, аккомпанировавшая на стареньком пианино. Теперь повзрослевшая Аля стала надзирательницей в женской...

",https://filmshd.club/926-zhgi.html
"
Цепной пёс
Год: 2017
Страна: Болгария, США
Жанр: триллер, драма, криминал
Длительность: 94 мин.
КиноПоиск: 5.6
IMDb: 5.3

Трое преступников всегда трепетно соблюдали главный принцип: никаких убийств! Воруй, мошенничай, но не посягай на чужую жизнь. Парни были профессионалами в криминальных сделках и могли виртуозно уходить от преследования, так что пошло не так в этот...

",https://filmshd.club/887-cepnoy-pes.html
"
Оно
Год: 2017
Страна: США
Жанр: ужасы, драма
Длительность: 135 мин.
КиноПоиск: 7.3
IMDb: 7.4

Провинциальный городок в штате Мэн потрясен жестокими преступлениями: неизвестный злоумышленник избрал своими жертвами безобидных детей. Полиция уверена в виновности загадочного существа, прозванного именем Оно, но умеющим принимать форму любого...

",https://filmshd.club/151-ono.html
"
Маленький вампир
Год: 2017
Страна: Великобритания, Германия, Нидерланды, Дания
Жанр: мультфильм, ужасы, фэнтези, комедия, приключения, семейный
Длительность: 82 мин.
КиноПоиск: 5.7
IMDb: 5.4

Тони - поклонник вампиров. По мнению родителей, не лучший выбор объекта симпатии, но с этим ничего не сделать: с самого юного возраста у мальчугана перехватывало дух от мистических историй о загадочных носферату, живущих в темных готических замках и...

",https://filmshd.club/821-malenkiy-vampir.html
"
Дозор джунглей
Год: 2017
Страна: Франция
Жанр: мультфильм, семейный
Длительность: 97 мин.
КиноПоиск: 5.3
IMDb: 5.1

Каждому хочется знать, что в случае серьезной опасности есть кто-то, готовый прийти на помощь. Даже у обитателей непроходимых джунглей есть свои супергерои - необычного окраса тигровый пингвин Морис и его дружная команда, в которую входит тигрица,...

",https://filmshd.club/727-dozor-dzhungley.html
"
Дюнкерк
Год: 2017
Страна: Нидерланды, Великобритания, Франция, США
Жанр: военный, драма, история
Длительность: 107 мин.
КиноПоиск: 7.3
IMDb: 7.9

Во время самой кровопролитной и жестокой войны прошлого столетия, несколько отрядов оказались в ловушке возле немецкого городка под названием Дюнкерк. Войскам противника удалось окружить незадачливых солдат, а их руководство было вынуждено...

",https://filmshd.club/136-dyunkerk.html
"
мама!
Год: 2017
Страна: США
Жанр: ужасы, триллер, драма, детектив
Длительность: 121 мин.
КиноПоиск: 7.1
IMDb: 6.6

Супружеская чета приезжает в дом, где начнется их семейная жизнь, и жена начинает перестройку, создавая из пустых помещений любовное гнездышко только для двоих. Она штукатурит, выбирает материалы, подбирает сочетания цветов - делает все, чтобы...

",https://filmshd.club/728-mama.html
"
Виктория и Абдул
Год: 2017
Страна: Великобритания, США
Жанр: драма, биография, история
Длительность: 111 мин.
КиноПоиск: 6.9
IMDb: 6.8

Абдул родился в экзотической разноцветной Индии, в семье сотрудника больницы. Смышленому юноше удалось получить протекцию у британского чиновника и заполучить теплое местечко писаря. Неисповедимые пути судьбы приводят его на далекий туманный остров...

",https://filmshd.club/841-viktoriya-i-abdul.html
"
Матильда
Год: 2017
Страна: Россия
Жанр: драма, история, триллер
Длительность: 109 мин.
КиноПоиск: 5.7
IMDb: 5.3

Конец XIX века. На фоне серых пейзажей неустроенной Российской империи горит золотым огнем столица - Санкт-Петербург. На здешних балах мечтает порхать каждая дворянская дочь, каждый обладатель благородной фамилии может сделать тут головокружительную...

",https://filmshd.club/804-matylda.html
"
Вечеринка
Год: 2017
Страна: Великобритания
Жанр: драма, комедия
Длительность: 71 мин.
КиноПоиск: 6.6
IMDb: 6.6

Ранним вечером к элегантному особняку в викторианском стиле начинают подъезжать машины: гости Джанет - хозяйки дома - прибыли поздравить ее с важным рывком в карьере. Не так давно женщина получила пост министра здравоохранения, что усиливает ее...

",https://filmshd.club/923-vecherinka.html
"
Из Уфы с любовью
Год: 2017
Страна: Россия
Жанр: комедия
Длительность: 91 мин.
КиноПоиск: 6.5

Простой паренек Урал живет в башкирской деревеньке и точно знает, что его ожидает в ближайшем будущем. Он отучится, отслужит в армии и женится на выбранной еще в детстве односельчанке Гульназ, с которой нарожает множество детишек и обустроит большой...

",https://filmshd.club/973-iz-ufy-s-lyubovyu.html
"
Легенда о Коловрате
Год: 2017
Страна: Россия
Жанр: история, боевик, фэнтези
Длительность: 118 мин.
КиноПоиск: 6.3
IMDb: 6.3

Тяжко пришлось в XIII веке раздробленной на отдельные феоды Руси: монголо-татарское войско под предводительством могущественного Батыя стремительно завоевывает славянские земли. Где ступают его кони - там не растет трава: молниеносных и жестоких...

",https://filmshd.club/853-legenda-o-kolovrate.html
"
Тихоокеанский рубеж
Год: 2013
Страна: США
Жанр: фантастика, боевик, приключения
Длительность: 131 мин.
КиноПоиск: 7
IMDb: 6.9

В 2013 году, когда из морских глубин на сушу начали выбираться огромные чудовища, названные ""кайдзю"", человечеству пришлось забыть свои распри и объединиться в борьбе за выживание своего вида. Выдающиеся ученые и инженеры разработали исполинских...

",https://filmshd.club/1042-tihookeanskiy-rubezh.html
"
Проклятие Хопвелл
Год: 2018
Страна: Ирландия
Жанр: ужасы
Длительность: 85 мин.
КиноПоиск: 4.5
IMDb: 4.6

""Перед тем как перейти дорогу - посмотри по сторонам"". Это железное правило Дана во внимание не приняла и, рванув на зеленый сигнал светофора, смело шагнула на пешеходный переход. Внезапно вырулившая машина врезалась прямо в женщину, которую после...

",https://filmshd.club/1041-proklyatie-hopvell.html
"
Иностранец
Год: 2017
Страна: Великобритания, Китай
Жанр: боевик, триллер
Длительность: 114 мин.
КиноПоиск: 7.1
IMDb: 7

Господин Цюань, бывший спецагент и ветеран военной кампании во Вьетнаме, просто подвозил любимую дочурку на встречу с друзьями. Но в момент, когда девушка прощается и выходит из машины, неожиданно раздается сильный взрыв. В лицо отца впиваются...

",https://filmshd.club/789-inostranec.html
"
Борг/Макинрой
Год: 2017
Страна: Швеция, Дания, Финляндия
Жанр: драма, биография, спорт
Длительность: 108 мин.
КиноПоиск: 7.2
IMDb: 7

На знаменитый Уимблдон случайные участники не попадают - здесь каждый является достойным претендентом на победу. Но в 1980 году на турнире сошлись две легенды, за противостоянием которых затаив дыхание следили все настоящие поклонники большого...

",https://filmshd.club/786-borg-makinroy.html
"
На пятьдесят оттенков темнее
Год: 2017
Страна: США, Китай
Жанр: драма, мелодрама
Длительность: 118 мин.
КиноПоиск: 5.2
IMDb: 4.6

Совсем недавно скромная и ничем не выдающаяся студентка Анастейша Стил познакомилась с завидным холостяком, успешным и весьма привлекательным бизнесменом по имени Кристиан Грей. Между молодыми людьми сразу пробежала искра, и их отношения стали...

",https://filmshd.club/1031-na-pyatdesyat-ottenkov-temnee.html
"
Частное пионерское. Ура, каникулы!!!
Год: 2015
Страна: Россия
Жанр: детский, приключения, семейный
Длительность: 100 мин.
КиноПоиск: 7.3
IMDb: 6.9

Приключения Мишки Хрусталева и Димки Терентьева продолжаются! На этот раз ребята вместе со своей подругой Ленкой и верной собакой Саввой едут отдыхать на побережье Черного моря в пионерлагерь ""Юность"". С самого начала мальчишки радостно предвкушают...

",https://filmshd.club/1029-chastnoe-pionerskoe-ura-kanikuly.html
"
Частное пионерское
Год: 2013
Страна: Россия
Жанр: детский, приключения, семейный
Длительность: 100 мин.
КиноПоиск: 7.2
IMDb: 6.7

У Мишки и Димки, шестиклассников из обычной советской школы, детство идет так же как и у других пионеров их возраста. Они участвуют в обязательных соцсоревнованиях по сбору макулатуры и металлолома, берут книжки о приключениях из школьной...

",https://filmshd.club/1028-chastnoe-pionerskoe.html
"
Завуалируй это
Год: 2017
Страна: Франция
Жанр: комедия
Длительность: 88 мин.
КиноПоиск: 6.5
IMDb: 6.3

Лейла и Арман встретились и потеряли головы от любви в самом романтичном городе мира - Париже. Они современные люди, которые привыкли жить в светском обществе, поэтому каждый член этой пары с уважением старается относиться к своей половинке. Все...

",https://filmshd.club/751-zavualiruy-eto.html
"
Прорубь
Год: 2017
Страна: Россия
Жанр: комедия, фантастика
Длительность: 66 мин.
КиноПоиск: 5

На Крещение по всей России-матушке люди в воду холодную окунаются: от грехов очиститься, да и здоровью пользу принести. В эти дни прорубь мелькает по всем каналам: и моржи там собираются, и верующие, и рыболовы. Знай себе бегают журналисты, интервью...

",https://filmshd.club/763-prorub.html
